glenn-yahtzee2006	https://www.cs.umd.edu/~jglenn/research/optimal_yahtzee.pdf	
gardner-hexapawn1962	https://www.scientificamerican.com/article/mathematical-games-1962-03/	http://web.archive.org/web/20250920090322/https://www.scientificamerican.com/article/mathematical-games-1962-03/
gasser1996	https://www.sciencedirect.com/science/article/pii/0304397595001640	
grundy1939	https://archive.org/details/in.ernet.dli.2015.2199	
hayward-hex2009	https://webdocs.cs.ualberta.ca/~hayward/papers/solve9.pdf	
allis1994	https://project.dke.maastrichtuniversity.nl/games/files/phd/allis_thesis.pdf	
irving-pentago2014	https://arxiv.org/abs/1404.0743	http://web.archive.org/web/20260312092239/https://arxiv.org/abs/1404.0743
michie-menace1963	https://www.tjmccarthy.org/files/MENACE.pdf	
mead-sim1974	https://www.jstor.org/stable/27957976	
ratner-warmuth1990	https://www.sciencedirect.com/science/article/pii/S0747717108800015	
saffidine-breakthrough2012	https://www.lamsade.dauphine.fr/~cazenave/papers/breakthrough.pdf	
romein-bal2003	https://www.cs.vu.nl/~kielmann/papers/jav-awari.pdf	
schadd-fanorona2008	https://project.dke.maastrichtuniversity.nl/games/files/articles/MSc_thesis_Schadd.pdf	
schaefer1978	https://www.sciencedirect.com/science/article/pii/0022000078900458	
tesauro1995	https://www.bkgm.com/articles/tesauro/tdgammon.html	
plambeck-notakto2013	https://arxiv.org/abs/1301.1672	
schensted-titus1975	https://www.jstor.org/stable/i23693477	
vandenherik2002	https://www.sciencedirect.com/science/article/pii/S0304397501001528	
vanderwerf-go2003	https://project.dke.maastrichtuniversity.nl/games/files/articles/Go_Solved.pdf	
watkins-losingchess2016	https://magma.maths.usyd.edu.au/users/watkins/papers/losingchess.pdf	
wythoff1907	https://archive.org/details/wythoff1907	
culberson-sokoban1999	https://webdocs.cs.ualberta.ca/~joe/Preprints/Sokoban/paper.pdf	
knuth1977	https://www.sciencedirect.com/science/article/pii/0004370275900193	
herik-dao2002	https://project.dke.maastrichtuniversity.nl/games/files/articles/Dao.pdf	
gasser-laskermorris1996	https://www.sciencedirect.com/science/article/pii/0304397595002174	
kaye-minesweeper2000	https://web.mat.bham.ac.uk/R.W.Kaye/minesw/minesw.pdf	
anderson-feil1998	https://www.jstor.org/stable/2691555	
lichtenstein-sipser1980	https://dl.acm.org/doi/10.1145/322264.322272	
loh-poly-y	https://arxiv.org/abs/1306.0144	
nievergelt-pylos	https://www.researchgate.net/publication/220461921_Pylos	
demaine-rushhour2002	https://erikdemaine.org/papers/Rushhour_TR2002/	
reisch-hex1981	https://link.springer.com/article/10.1007/BF00288536	
patashnik1976	https://www.jstor.org/stable/2689980	
ratner-warmuth-sliding	https://www.sciencedirect.com/science/article/pii/S0747717108800015	
schadd-connect6	https://www.sciencedirect.com/science/article/pii/S0304397508009335	
selman-sudoku2003	https://www-imai.is.s.u-tokyo.ac.jp/~yato/data2/SIGAL87-2.pdf	
thompson-bridge	https://www.cs.cmu.edu/~bridge/	
slitherlink-np	https://www-imai.is.s.u-tokyo.ac.jp/~yato/data2/SIGAL87-2.pdf	
ueda-skat2009	https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1822	
yoshizoe-hanabi	https://arxiv.org/abs/1902.00506	
zermelo1913	https://link.springer.com/chapter/10.1007/978-3-642-21810-6_4	
beasley-pegsolitaire1985	https://www.worldcat.org/oclc/12723691	
bjarnason-klondike2009	https://aaai.org/papers/icaps09-026-lower-bounding-klondike-solitaire-with-monte-carlo-planning/	
feinstein-othello6x61993	https://www.britishothello.org.uk/newsletter/199308.pdf	
irving-kalah2000	https://www.icga.org/icga/journal/contents/v23n3.htm	
guy-smith1956	https://www.cambridge.org/core/journals/mathematical-proceedings-of-the-cambridge-philosophical-society/article/abs/g-values-of-various-games/	
glendenning-quoridor2005	https://digitalcommons.csbsju.edu/honors_thesis/	
bowling2015	https://www.science.org/doi/10.1126/science.1259433	
hearn-demaine2009	https://www.routledge.com/Games-Puzzles-and-Computation/Hearn-Demaine/p/book/9781568813226	
