atomic-chess	https://en.wikipedia.org/wiki/Atomic_chess	http://web.archive.org/web/20260407014026/https://en.wikipedia.org/wiki/Atomic_chess
atoll	https://en.wikipedia.org/wiki/Atoll_(game)	
bao-la-kujifunza	https://en.wikipedia.org/wiki/Bao_(game)	http://web.archive.org/web/20260210162711/https://en.wikipedia.org/wiki/Bao_(game)
bao	https://en.wikipedia.org/wiki/Bao_(game)	http://web.archive.org/web/20260210162711/https://en.wikipedia.org/wiki/Bao_(game)
arimaa	https://en.wikipedia.org/wiki/Arimaa	http://web.archive.org/web/20260505162323/https://en.wikipedia.org/wiki/Arimaa
awari	https://en.wikipedia.org/wiki/Oware	http://web.archive.org/web/20260503155212/https://en.wikipedia.org/wiki/Oware
achi	https://en.wikipedia.org/wiki/Achi_(game)	http://web.archive.org/web/20251222103232/https://en.wikipedia.org/wiki/Achi_(game)
backgammon	https://en.wikipedia.org/wiki/Backgammon	http://web.archive.org/web/20260513154445/https://en.wikipedia.org/wiki/Backgammon
breakthrough	https://en.wikipedia.org/wiki/Breakthrough_(board_game)	http://web.archive.org/web/20251215011900/https://en.wikipedia.org/wiki/Breakthrough_(board_game)
battleship	https://en.wikipedia.org/wiki/Battleship_(game)	http://web.archive.org/web/20260505154451/https://en.wikipedia.org/wiki/Battleship_(game)
bridg-it	https://en.wikipedia.org/wiki/Shannon_switching_game	http://web.archive.org/web/20260107194010/https://en.wikipedia.org/wiki/Shannon_switching_game
bridge	https://en.wikipedia.org/wiki/Contract_bridge	http://web.archive.org/web/20260508033633/https://en.wikipedia.org/wiki/Contract_bridge
brussels-sprouts	https://en.wikipedia.org/wiki/Sprouts_(game)	http://web.archive.org/web/20260511093257/https://en.wikipedia.org/wiki/Sprouts_(game)
capablanca-chess	https://en.wikipedia.org/wiki/Capablanca_chess	http://web.archive.org/web/20260510041243/https://en.wikipedia.org/wiki/Capablanca_Chess
caro	https://en.wikipedia.org/wiki/Gomoku	http://web.archive.org/web/20260506025335/https://en.wikipedia.org/wiki/Gomoku
anti-reversi	https://en.wikipedia.org/wiki/Reversed_Othello	
catch-the-hare	https://en.wikipedia.org/wiki/Hare_games	http://web.archive.org/web/20260405215833/https://en.wikipedia.org/wiki/Hare_games
atropos	https://en.wikipedia.org/wiki/Atropos_(game)	
amazons	https://en.wikipedia.org/wiki/Game_of_the_Amazons	
cathedral	https://en.wikipedia.org/wiki/Cathedral_(board_game)	http://web.archive.org/web/20260422123604/https://en.wikipedia.org/wiki/Cathedral_(board_game)
cherries	https://en.wikipedia.org/wiki/Cherries_(game)	
chess960	https://en.wikipedia.org/wiki/Chess960	http://web.archive.org/web/20260501000739/https://en.wikipedia.org/wiki/Chess960
chess	https://en.wikipedia.org/wiki/Chess	http://web.archive.org/web/20260514055155/https://en.wikipedia.org/wiki/Chess
brandubh	https://en.wikipedia.org/wiki/Brandubh	http://web.archive.org/web/20210126053031/http://en.wikipedia.org/wiki/Brandubh
clobber	https://en.wikipedia.org/wiki/Clobber	http://web.archive.org/web/20251017003913/https://en.wikipedia.org/wiki/Clobber
col	https://en.wikipedia.org/wiki/Col_(game)	http://web.archive.org/web/20260503203320/https://en.wikipedia.org/wiki/Col_(game)
catchup	https://en.wikipedia.org/wiki/Catchup_(game)	
brazilian-draughts	https://en.wikipedia.org/wiki/Brazilian_draughts	
chomp	https://en.wikipedia.org/wiki/Chomp	http://web.archive.org/web/20260509224037/https://en.wikipedia.org/wiki/Chomp
conways-soldiers	https://en.wikipedia.org/wiki/Conway%27s_Soldiers	http://web.archive.org/web/20260418214622/https://en.wikipedia.org/wiki/Conway%27s_Soldiers
crazyhouse	https://en.wikipedia.org/wiki/Crazyhouse	http://web.archive.org/web/20260511100435/https://en.wikipedia.org/wiki/Crazyhouse
crossway	https://en.wikipedia.org/wiki/Crossway_(game)	
courier-chess	https://en.wikipedia.org/wiki/Courier_chess	http://web.archive.org/web/20260106104507/https://en.wikipedia.org/wiki/Courier_chess
dao	https://en.wikipedia.org/wiki/Dao_(game)	http://web.archive.org/web/20251125063343/https://en.wikipedia.org/wiki/Dao_(game)
dara	https://en.wikipedia.org/wiki/Dara_(game)	http://web.archive.org/web/20260111160444/https://en.wikipedia.org/wiki/Dara_(game)
checkers	https://en.wikipedia.org/wiki/English_draughts	
dawsons-chess	https://en.wikipedia.org/wiki/Dawson%27s_chess	http://web.archive.org/web/20251016032223/https://en.wikipedia.org/wiki/Dawson%27s_chess
domineering	https://en.wikipedia.org/wiki/Domineering	http://web.archive.org/web/20251112162954/https://en.wikipedia.org/wiki/Domineering
conhex	https://en.wikipedia.org/wiki/ConHex	
dots-and-boxes	https://en.wikipedia.org/wiki/Dots_and_Boxes	http://web.archive.org/web/20260503203320/https://en.wikipedia.org/wiki/Dots_and_boxes
dvonn	https://en.wikipedia.org/wiki/DVONN	http://web.archive.org/web/20260130165830/https://en.wikipedia.org/wiki/DVONN
connect-four	https://en.wikipedia.org/wiki/Connect_Four	
connect6	https://en.wikipedia.org/wiki/Connect6	
euclids-game	https://en.wikipedia.org/wiki/Euclid_game	
eleven-mens-morris	https://en.wikipedia.org/wiki/Nine_men%27s_morris	http://web.archive.org/web/20260328233608/https://en.wikipedia.org/wiki/Nine_Men%27s_Morris
fanorona	https://en.wikipedia.org/wiki/Fanorona	http://web.archive.org/web/20260129053911/https://en.wikipedia.org/wiki/Fanorona
fifteen-puzzle	https://en.wikipedia.org/wiki/15_puzzle	http://web.archive.org/web/20260403031423/https://en.wikipedia.org/wiki/15_puzzle
einstein-wurfelt-nicht	https://en.wikipedia.org/wiki/EinStein_w%C3%BCrfelt_nicht!	http://web.archive.org/web/20251204160654/https://en.wikipedia.org/wiki/EinStein_w%C3%BCrfelt_nicht!
cram	https://en.wikipedia.org/wiki/Cram_(game)	
fox-and-geese	https://en.wikipedia.org/wiki/Fox_games	http://web.archive.org/web/20260311131615/https://en.wikipedia.org/wiki/Fox_games
glinski-hexagonal-chess	https://en.wikipedia.org/wiki/Hexagonal_chess	http://web.archive.org/web/20260513200804/https://en.wikipedia.org/wiki/Hexagonal_chess
gipf	https://en.wikipedia.org/wiki/GIPF_(game)	http://web.archive.org/web/20251004213101/https://en.wikipedia.org/wiki/GIPF_(game)
go	https://en.wikipedia.org/wiki/Go_(game)	http://web.archive.org/web/20260508155030/https://en.wikipedia.org/wiki/Go_(game)
gomoku	https://en.wikipedia.org/wiki/Gomoku	http://web.archive.org/web/20260506025335/https://en.wikipedia.org/wiki/Gomoku
fibonacci-nim	https://en.wikipedia.org/wiki/Fibonacci_nim	http://web.archive.org/web/20251219020355/https://en.wikipedia.org/wiki/Fibonacci_nim
dobutsu-shogi	https://en.wikipedia.org/wiki/D%C5%8Dbutsu_sh%C5%8Dgi	
geography	https://en.wikipedia.org/wiki/Generalized_geography	http://web.archive.org/web/20251116130356/https://en.wikipedia.org/wiki/Generalized_geography
grundys-game	https://en.wikipedia.org/wiki/Grundy%27s_game	http://web.archive.org/web/20251004213435/https://en.wikipedia.org/wiki/Grundy%27s_game
gonnect	https://en.wikipedia.org/wiki/Gonnect	http://web.archive.org/web/20260315150103/https://en.wikipedia.org/wiki/Gonnect
halatafl	https://en.wikipedia.org/wiki/Hnefatafl	http://web.archive.org/web/20251004212953/https://en.wikipedia.org/wiki/Hnefatafl
hashiwokakero	https://en.wikipedia.org/wiki/Hashiwokakero	http://web.archive.org/web/20260425160159/https://en.wikipedia.org/wiki/Hashiwokakero
hanabi	https://en.wikipedia.org/wiki/Hanabi_(card_game)	http://web.archive.org/web/20260306094445/https://en.wikipedia.org/wiki/Hanabi_(card_game)
havannah	https://en.wikipedia.org/wiki/Havannah	http://web.archive.org/web/20250906172227/https://en.wikipedia.org/wiki/Havannah
heads-up-nolimit-holdem	https://en.wikipedia.org/wiki/Texas_hold_%27em	http://web.archive.org/web/20260506223844/https://en.wikipedia.org/wiki/Texas_hold_%27em
hare-and-hounds	https://en.wikipedia.org/wiki/Hare_and_Hounds	http://web.archive.org/web/20251007041441/https://en.wikipedia.org/wiki/Hare_and_Hounds
hex	https://en.wikipedia.org/wiki/Hex_(board_game)	http://web.archive.org/web/20260511121115/https://en.wikipedia.org/wiki/Hex_(board_game)
hexapawn	https://en.wikipedia.org/wiki/Hexapawn	http://web.archive.org/web/20260405012433/https://en.wikipedia.org/wiki/Hexapawn
hive	https://en.wikipedia.org/wiki/Hive_(game)	http://web.archive.org/web/20260421231217/https://en.wikipedia.org/wiki/Hive_(game)
horde-chess	https://en.wikipedia.org/wiki/List_of_chess_variants	http://web.archive.org/web/20260508095621/https://en.wikipedia.org/wiki/List_of_chess_variants
italian-draughts	https://en.wikipedia.org/wiki/Italian_draughts	http://web.archive.org/web/20260111103728/https://en.wikipedia.org/wiki/Italian_draughts
international-draughts	https://en.wikipedia.org/wiki/International_draughts	http://web.archive.org/web/20260511121115/https://en.wikipedia.org/wiki/International_draughts
four-d-tic-tac-toe	https://en.wikipedia.org/wiki/Tic-tac-toe_variants	
frisian-draughts	https://en.wikipedia.org/wiki/Frisian_draughts	
heads-up-limit-holdem	https://en.wikipedia.org/wiki/Texas_hold_%27em	http://web.archive.org/web/20260506223844/https://en.wikipedia.org/wiki/Texas_hold_%27em
janggi	https://en.wikipedia.org/wiki/Janggi	http://web.archive.org/web/20260513200804/https://en.wikipedia.org/wiki/Janggi
kalah	https://en.wikipedia.org/wiki/Kalah	http://web.archive.org/web/20260422060748/https://en.wikipedia.org/wiki/Kalah
kayles	https://en.wikipedia.org/wiki/Kayles	http://web.archive.org/web/20251201221417/https://en.wikipedia.org/wiki/Kayles
king-of-the-hill	https://en.wikipedia.org/wiki/Chess_variant	http://web.archive.org/web/20260508053202/https://en.wikipedia.org/wiki/Chess_variant
klotski	https://en.wikipedia.org/wiki/Klotski	http://web.archive.org/web/20260410144029/https://en.wikipedia.org/wiki/Klotski
konane	https://en.wikipedia.org/wiki/Konane	http://web.archive.org/web/20251004213934/https://en.wikipedia.org/wiki/Konane
lasker-morris	https://en.wikipedia.org/wiki/Nine_men%27s_morris	http://web.archive.org/web/20260328233608/https://en.wikipedia.org/wiki/Nine_Men%27s_Morris
lasca	https://en.wikipedia.org/wiki/Lasca	http://web.archive.org/web/20251219095839/https://en.wikipedia.org/wiki/Lasca
liars-dice	https://en.wikipedia.org/wiki/Liar%27s_dice	http://web.archive.org/web/20260417235754/https://en.wikipedia.org/wiki/Liar%27s_dice
klondike-solitaire	https://en.wikipedia.org/wiki/Klondike_(solitaire)	http://web.archive.org/web/20260513195301/https://en.wikipedia.org/wiki/Klondike_(solitaire)
lyngk	https://en.wikipedia.org/wiki/LYNGK	http://web.archive.org/web/20251004213009/https://en.wikipedia.org/wiki/LYNGK
maharajah-and-the-sepoys	https://en.wikipedia.org/wiki/Maharajah_and_the_Sepoys	http://web.archive.org/web/20251207100534/https://en.wikipedia.org/wiki/Maharajah_and_the_Sepoys
hackenbush	https://en.wikipedia.org/wiki/Hackenbush	
lights-out	https://en.wikipedia.org/wiki/Lights_Out_(game)	http://web.archive.org/web/20260504175703/https://en.wikipedia.org/wiki/Lights_Out_%28game%29
